,Protein families
337617,Class-C beta-lactamase family
209831,Class-C beta-lactamase family
63250,Class-C beta-lactamase family
346949,Class-C beta-lactamase family
202767,Class-C beta-lactamase family
73712,Class-C beta-lactamase family
368648,Class-C beta-lactamase family
426239,Class-C beta-lactamase family
440705,Class-C beta-lactamase family
226127,Class-C beta-lactamase family
382738,Class-C beta-lactamase family
16546,Class-C beta-lactamase family
40293,Class-C beta-lactamase family
161177,Class-C beta-lactamase family
42842,Class-C beta-lactamase family
342701,Class-C beta-lactamase family
446879,Class-C beta-lactamase family
426427,Class-C beta-lactamase family
210701,Class-C beta-lactamase family
342127,Class-C beta-lactamase family
405551,Class-C beta-lactamase family
345172,Class-C beta-lactamase family
310229,Class-C beta-lactamase family
446232,Class-C beta-lactamase family
18969,Class-C beta-lactamase family
337471,Class-C beta-lactamase family
41146,Class-C beta-lactamase family
346047,Class-C beta-lactamase family
410072,Class-C beta-lactamase family
194996,Class-C beta-lactamase family
341809,Class-C beta-lactamase family
45032,Class-C beta-lactamase family
98136,Class-C beta-lactamase family
392515,Class-C beta-lactamase family
92879,Class-C beta-lactamase family
337603,Class-C beta-lactamase family
339088,Class-C beta-lactamase family
54038,Class-C beta-lactamase family
303214,Class-C beta-lactamase family
148007,Class-C beta-lactamase family
337769,Class-C beta-lactamase family
239928,Class-C beta-lactamase family
193077,Class-C beta-lactamase family
341936,Class-C beta-lactamase family
457428,Class-C beta-lactamase family
410556,Class-C beta-lactamase family
326867,Class-C beta-lactamase family
76257,Class-C beta-lactamase family
424386,Class-C beta-lactamase family
424865,Class-C beta-lactamase family
339192,Class-C beta-lactamase family
358428,Class-C beta-lactamase family
84709,Class-C beta-lactamase family
324082,Class-C beta-lactamase family
148501,Class-C beta-lactamase family
130848,Class-C beta-lactamase family
342351,Class-C beta-lactamase family
93846,Class-C beta-lactamase family
340545,Class-C beta-lactamase family
33189,Class-C beta-lactamase family
55858,Class-C beta-lactamase family
236240,Class-C beta-lactamase family
337734,Class-C beta-lactamase family
58824,Class-C beta-lactamase family
340557,Class-C beta-lactamase family
273974,Class-C beta-lactamase family
127511,Class-C beta-lactamase family
361616,Class-C beta-lactamase family
349678,Class-C beta-lactamase family
421847,Class-C beta-lactamase family
455344,Class-C beta-lactamase family
498208,Class-C beta-lactamase family
162442,Class-C beta-lactamase family
158280,Class-C beta-lactamase family
337608,Class-C beta-lactamase family
249069,Class-C beta-lactamase family
232476,Class-C beta-lactamase family
338995,Class-C beta-lactamase family
353284,Class-C beta-lactamase family
421795,Class-C beta-lactamase family
336751,Class-C beta-lactamase family
76841,Class-C beta-lactamase family
28082,Class-C beta-lactamase family
74443,Class-C beta-lactamase family
206563,Class-C beta-lactamase family
73337,Class-C beta-lactamase family
79372,Class-C beta-lactamase family
426231,Class-C beta-lactamase family
142729,Class-C beta-lactamase family
4908,Class-C beta-lactamase family
269863,Class-C beta-lactamase family
234264,Class-C beta-lactamase family
183591,Class-C beta-lactamase family
426677,Class-C beta-lactamase family
431067,Class-C beta-lactamase family
343813,Class-C beta-lactamase family
163235,Class-C beta-lactamase family
11206,Class-C beta-lactamase family
10357,Class-C beta-lactamase family
92017,Class-C beta-lactamase family
120627,Class-C beta-lactamase family
420353,Class-C beta-lactamase family
119131,Class-C beta-lactamase family
55243,Class-C beta-lactamase family
339764,Class-C beta-lactamase family
345156,Class-C beta-lactamase family
176762,Class-C beta-lactamase family
375476,Class-C beta-lactamase family
114923,Class-C beta-lactamase family
187958,Class-C beta-lactamase family
337960,Class-C beta-lactamase family
77838,Class-C beta-lactamase family
74248,Class-C beta-lactamase family
108641,Class-C beta-lactamase family
141956,Class-C beta-lactamase family
406171,Class-C beta-lactamase family
172243,Class-C beta-lactamase family
341663,Class-C beta-lactamase family
176839,Class-C beta-lactamase family
87615,Class-C beta-lactamase family
425214,Class-C beta-lactamase family
347615,Class-C beta-lactamase family
379755,Class-C beta-lactamase family
422568,Class-C beta-lactamase family
153505,Class-C beta-lactamase family
426010,Class-C beta-lactamase family
345519,Class-C beta-lactamase family
336837,Class-C beta-lactamase family
327677,Class-C beta-lactamase family
176455,Class-C beta-lactamase family
186699,Class-C beta-lactamase family
467531,Class-C beta-lactamase family
103130,Class-C beta-lactamase family
16946,Class-C beta-lactamase family
59720,Class-C beta-lactamase family
344985,Class-C beta-lactamase family
431629,Class-C beta-lactamase family
336314,Class-C beta-lactamase family
206137,Class-C beta-lactamase family
5118,Class-C beta-lactamase family
318081,Class-C beta-lactamase family
445263,Class-C beta-lactamase family
235144,Class-C beta-lactamase family
336201,Class-C beta-lactamase family
358512,Class-C beta-lactamase family
74937,Class-C beta-lactamase family
75805,Class-C beta-lactamase family
409921,Class-C beta-lactamase family
85391,Class-C beta-lactamase family
72908,Class-C beta-lactamase family
419894,Class-C beta-lactamase family
484011,Class-C beta-lactamase family
356158,Class-C beta-lactamase family
419237,Class-C beta-lactamase family
383179,Class-C beta-lactamase family
255778,Class-C beta-lactamase family
81516,Class-C beta-lactamase family
86584,Class-C beta-lactamase family
309699,Class-C beta-lactamase family
218187,Class-C beta-lactamase family
86998,Class-C beta-lactamase family
75575,Class-C beta-lactamase family
344520,Class-C beta-lactamase family
284217,Class-C beta-lactamase family
34145,Class-C beta-lactamase family
146581,Class-C beta-lactamase family
78729,Class-C beta-lactamase family
337497,Class-C beta-lactamase family
54525,Class-C beta-lactamase family
150895,Class-C beta-lactamase family
445208,Class-C beta-lactamase family
363843,Class-C beta-lactamase family
389807,Class-C beta-lactamase family
151051,Class-C beta-lactamase family
466585,Class-C beta-lactamase family
166826,Class-C beta-lactamase family
341746,Class-C beta-lactamase family
430060,Class-C beta-lactamase family
69013,Class-C beta-lactamase family
233731,Class-C beta-lactamase family
80125,Class-C beta-lactamase family
151042,Class-C beta-lactamase family
424959,Class-C beta-lactamase family
389673,Class-C beta-lactamase family
434518,Class-C beta-lactamase family
36589,Class-C beta-lactamase family
343173,Class-C beta-lactamase family
422791,Class-C beta-lactamase family
263196,Class-C beta-lactamase family
141275,Class-C beta-lactamase family
69599,Class-C beta-lactamase family
280495,Class-C beta-lactamase family
185912,Class-C beta-lactamase family
73609,Class-C beta-lactamase family
326178,Class-C beta-lactamase family
250215,Class-C beta-lactamase family
55216,Class-C beta-lactamase family
100432,Class-C beta-lactamase family
50981,Class-C beta-lactamase family
395560,Class-C beta-lactamase family
414810,Class-C beta-lactamase family
331958,Class-C beta-lactamase family
224121,Class-C beta-lactamase family
70557,Class-C beta-lactamase family
69392,Class-C beta-lactamase family
72819,Class-C beta-lactamase family
186463,Class-C beta-lactamase family
421810,Class-C beta-lactamase family
120123,Class-C beta-lactamase family
118178,Class-C beta-lactamase family
121927,Class-C beta-lactamase family
357889,Class-C beta-lactamase family
194181,Class-C beta-lactamase family
422459,Class-C beta-lactamase family
74442,Class-C beta-lactamase family
425701,Class-C beta-lactamase family
327532,Class-C beta-lactamase family
239693,Class-C beta-lactamase family
132339,Class-C beta-lactamase family
502336,Class-C beta-lactamase family
150757,Class-C beta-lactamase family
340224,Class-C beta-lactamase family
338357,Class-C beta-lactamase family
184286,Class-C beta-lactamase family
340039,Class-C beta-lactamase family
371401,Class-C beta-lactamase family
327336,Class-C beta-lactamase family
361256,Class-C beta-lactamase family
327510,Class-C beta-lactamase family
362454,Class-C beta-lactamase family
90973,Class-C beta-lactamase family
316881,Class-C beta-lactamase family
414309,Class-C beta-lactamase family
241695,Class-C beta-lactamase family
318037,Class-C beta-lactamase family
342023,Class-C beta-lactamase family
337470,Class-C beta-lactamase family
20880,Class-C beta-lactamase family
57503,Class-C beta-lactamase family
73398,Class-C beta-lactamase family
182297,Class-C beta-lactamase family
362610,Class-C beta-lactamase family
210539,Class-C beta-lactamase family
178981,Class-C beta-lactamase family
72904,Class-C beta-lactamase family
2137,Class-C beta-lactamase family
102525,Class-C beta-lactamase family
147713,Class-C beta-lactamase family
19303,Class-C beta-lactamase family
338277,Class-C beta-lactamase family
347527,Class-C beta-lactamase family
151762,Class-C beta-lactamase family
210527,Class-C beta-lactamase family
365289,Class-C beta-lactamase family
311849,Class-C beta-lactamase family
432041,Class-C beta-lactamase family
344031,Class-C beta-lactamase family
412304,Class-C beta-lactamase family
317344,Class-C beta-lactamase family
96034,Class-C beta-lactamase family
414286,Class-C beta-lactamase family
16129,Class-C beta-lactamase family
7996,Class-C beta-lactamase family
334747,Class-C beta-lactamase family
78981,Class-C beta-lactamase family
406038,Class-C beta-lactamase family
98777,Class-C beta-lactamase family
85246,Class-C beta-lactamase family
80241,Class-C beta-lactamase family
211456,Class-C beta-lactamase family
344370,Class-C beta-lactamase family
380579,Class-C beta-lactamase family
242910,Class-C beta-lactamase family
427243,Class-C beta-lactamase family
28677,Class-C beta-lactamase family
77874,Class-C beta-lactamase family
466084,Class-C beta-lactamase family
337757,Class-C beta-lactamase family
340402,Class-C beta-lactamase family
107743,Class-C beta-lactamase family
437242,Class-C beta-lactamase family
339295,Class-C beta-lactamase family
359404,Class-C beta-lactamase family
150507,Class-C beta-lactamase family
274843,Class-C beta-lactamase family
454348,Class-C beta-lactamase family
337577,Class-C beta-lactamase family
74578,Class-C beta-lactamase family
228129,Class-C beta-lactamase family
144711,Class-C beta-lactamase family
347322,Class-C beta-lactamase family
423337,Class-C beta-lactamase family
406969,Class-C beta-lactamase family
336725,Class-C beta-lactamase family
383987,Class-C beta-lactamase family
276938,Class-C beta-lactamase family
82889,Class-C beta-lactamase family
74034,Class-C beta-lactamase family
343696,Class-C beta-lactamase family
177275,Class-C beta-lactamase family
70023,Class-C beta-lactamase family
78502,Class-C beta-lactamase family
205001,Class-C beta-lactamase family
366844,Class-C beta-lactamase family
437165,Class-C beta-lactamase family
342847,Class-C beta-lactamase family
15710,Class-C beta-lactamase family
414640,Class-C beta-lactamase family
184127,Class-C beta-lactamase family
425750,Class-C beta-lactamase family
337442,Class-C beta-lactamase family
338930,Class-C beta-lactamase family
57160,Class-C beta-lactamase family
62729,Class-C beta-lactamase family
355989,Class-C beta-lactamase family
328207,Class-C beta-lactamase family
55273,Class-C beta-lactamase family
340226,Class-C beta-lactamase family
362847,Class-C beta-lactamase family
153132,Class-C beta-lactamase family
419824,Class-C beta-lactamase family
58783,Class-C beta-lactamase family
339430,Class-C beta-lactamase family
151989,Class-C beta-lactamase family
182084,Class-C beta-lactamase family
403635,Class-C beta-lactamase family
132720,Class-C beta-lactamase family
455187,Class-C beta-lactamase family
443922,Class-C beta-lactamase family
93792,Class-C beta-lactamase family
326081,Class-C beta-lactamase family
77255,Class-C beta-lactamase family
73963,Class-C beta-lactamase family
197555,Class-C beta-lactamase family
175431,Class-C beta-lactamase family
75386,Class-C beta-lactamase family
252753,Class-C beta-lactamase family
361832,Class-C beta-lactamase family
247534,Class-C beta-lactamase family
111775,Class-C beta-lactamase family
340652,Class-C beta-lactamase family
52380,Class-C beta-lactamase family
232560,Class-C beta-lactamase family
74812,Class-C beta-lactamase family
73015,Class-C beta-lactamase family
22286,Class-C beta-lactamase family
100663,Class-C beta-lactamase family
234848,Class-C beta-lactamase family
338972,Class-C beta-lactamase family
276227,Class-C beta-lactamase family
108029,Class-C beta-lactamase family
427295,Class-C beta-lactamase family
354180,Class-C beta-lactamase family
78369,Class-C beta-lactamase family
276391,Class-C beta-lactamase family
15775,Class-C beta-lactamase family
342708,Class-C beta-lactamase family
430866,Class-C beta-lactamase family
425897,Class-C beta-lactamase family
77528,Class-C beta-lactamase family
423683,Class-C beta-lactamase family
338712,Class-C beta-lactamase family
311349,Class-C beta-lactamase family
423527,Class-C beta-lactamase family
340541,Class-C beta-lactamase family
444631,Class-C beta-lactamase family
410481,Class-C beta-lactamase family
183953,Class-C beta-lactamase family
339694,Class-C beta-lactamase family
209614,Class-C beta-lactamase family
24157,Class-C beta-lactamase family
186952,Class-C beta-lactamase family
336831,Class-C beta-lactamase family
374463,Class-C beta-lactamase family
340161,Class-C beta-lactamase family
141981,Class-C beta-lactamase family
316957,Class-C beta-lactamase family
17550,Class-C beta-lactamase family
241234,Class-C beta-lactamase family
97243,Class-C beta-lactamase family
99904,Class-C beta-lactamase family
237127,Class-C beta-lactamase family
419234,Class-C beta-lactamase family
412402,Class-C beta-lactamase family
280428,Class-C beta-lactamase family
125273,Class-C beta-lactamase family
150825,Class-C beta-lactamase family
290940,Class-C beta-lactamase family
339071,Class-C beta-lactamase family
324397,Class-C beta-lactamase family
269892,Class-C beta-lactamase family
431398,Class-C beta-lactamase family
421613,Class-C beta-lactamase family
48109,Class-C beta-lactamase family
363416,Class-C beta-lactamase family
31101,Class-C beta-lactamase family
110218,Class-C beta-lactamase family
215733,Class-C beta-lactamase family
377832,Class-C beta-lactamase family
54658,Class-C beta-lactamase family
73497,Class-C beta-lactamase family
97313,Class-C beta-lactamase family
15876,Class-C beta-lactamase family
364281,Class-C beta-lactamase family
77566,Class-C beta-lactamase family
343186,Class-C beta-lactamase family
480266,Class-C beta-lactamase family
454864,Class-C beta-lactamase family
342374,Class-C beta-lactamase family
98604,Class-C beta-lactamase family
421527,Class-C beta-lactamase family
186478,Class-C beta-lactamase family
238110,Class-C beta-lactamase family
339028,Class-C beta-lactamase family
72954,Class-C beta-lactamase family
120729,Class-C beta-lactamase family
361048,Class-C beta-lactamase family
427992,Class-C beta-lactamase family
75331,Class-C beta-lactamase family
73332,Class-C beta-lactamase family
78590,Class-C beta-lactamase family
75532,Class-C beta-lactamase family
115380,Class-C beta-lactamase family
316802,Class-C beta-lactamase family
444499,Class-C beta-lactamase family
428660,Class-C beta-lactamase family
415277,Class-C beta-lactamase family
183982,Class-C beta-lactamase family
235601,Class-C beta-lactamase family
73992,Class-C beta-lactamase family
74431,Class-C beta-lactamase family
235606,Class-C beta-lactamase family
345293,Class-C beta-lactamase family
308539,Class-C beta-lactamase family
67416,Class-C beta-lactamase family
288489,Class-C beta-lactamase family
87079,Class-C beta-lactamase family
32235,Class-C beta-lactamase family
444010,Class-C beta-lactamase family
265216,Class-C beta-lactamase family
426098,Class-C beta-lactamase family
256840,Class-C beta-lactamase family
74047,Class-C beta-lactamase family
327994,Class-C beta-lactamase family
99698,Class-C beta-lactamase family
338174,Class-C beta-lactamase family
342496,Class-C beta-lactamase family
87577,Class-C beta-lactamase family
75409,Class-C beta-lactamase family
338489,Class-C beta-lactamase family
419244,Class-C beta-lactamase family
338805,Class-C beta-lactamase family
255343,Class-C beta-lactamase family
338794,Class-C beta-lactamase family
477699,Class-C beta-lactamase family
467648,Class-C beta-lactamase family
310620,Class-C beta-lactamase family
75473,Class-C beta-lactamase family
426082,Class-C beta-lactamase family
342993,Class-C beta-lactamase family
345337,Class-C beta-lactamase family
411433,Class-C beta-lactamase family
364877,Class-C beta-lactamase family
202597,Class-C beta-lactamase family
82885,Class-C beta-lactamase family
86567,Class-C beta-lactamase family
172502,Class-C beta-lactamase family
426006,Class-C beta-lactamase family
64582,Class-C beta-lactamase family
327461,Class-C beta-lactamase family
483239,Class-C beta-lactamase family
215698,Class-C beta-lactamase family
161367,Class-C beta-lactamase family
48840,Class-C beta-lactamase family
131239,Class-C beta-lactamase family
233120,Class-C beta-lactamase family
414325,Class-C beta-lactamase family
361459,Class-C beta-lactamase family
379904,Class-C beta-lactamase family
54024,Class-C beta-lactamase family
236022,Class-C beta-lactamase family
77791,Class-C beta-lactamase family
457198,Class-C beta-lactamase family
339098,Class-C beta-lactamase family
120084,Class-C beta-lactamase family
233740,Class-C beta-lactamase family
342357,Class-C beta-lactamase family
376292,Class-C beta-lactamase family
140607,Class-C beta-lactamase family
361125,Class-C beta-lactamase family
147074,Class-C beta-lactamase family
69073,Class-C beta-lactamase family
337902,Class-C beta-lactamase family
424827,Class-C beta-lactamase family
383897,Class-C beta-lactamase family
342403,Class-C beta-lactamase family
287668,Class-C beta-lactamase family
491371,Class-C beta-lactamase family
7944,Class-C beta-lactamase family
363501,Class-C beta-lactamase family
96732,Class-C beta-lactamase family
78583,Class-C beta-lactamase family
137878,Class-C beta-lactamase family
433653,Class-C beta-lactamase family
391290,Class-C beta-lactamase family
94488,Class-C beta-lactamase family
238583,Class-C beta-lactamase family
338605,Class-C beta-lactamase family
75755,Class-C beta-lactamase family
60526,Class-C beta-lactamase family
97517,Class-C beta-lactamase family
404200,Class-C beta-lactamase family
145736,Class-C beta-lactamase family
291429,Class-C beta-lactamase family
74810,Class-C beta-lactamase family
104531,Class-C beta-lactamase family
337978,Class-C beta-lactamase family
425542,Class-C beta-lactamase family
106814,Class-C beta-lactamase family
411102,Class-C beta-lactamase family
98816,Class-C beta-lactamase family
208374,Class-C beta-lactamase family
108736,Class-C beta-lactamase family
359091,Class-C beta-lactamase family
90414,Class-C beta-lactamase family
428729,Class-C beta-lactamase family
423568,Class-C beta-lactamase family
92528,Class-C beta-lactamase family
6510,Class-C beta-lactamase family
185410,Class-C beta-lactamase family
96303,Class-C beta-lactamase family
99843,Class-C beta-lactamase family
7400,Class-C beta-lactamase family
437295,Class-C beta-lactamase family
55205,Class-C beta-lactamase family
339328,Class-C beta-lactamase family
274029,Class-C beta-lactamase family
399625,Class-C beta-lactamase family
193679,Class-C beta-lactamase family
56271,Class-C beta-lactamase family
339164,Class-C beta-lactamase family
53936,Class-C beta-lactamase family
58067,Class-C beta-lactamase family
111817,Class-C beta-lactamase family
361744,Class-C beta-lactamase family
304232,Class-C beta-lactamase family
400105,Class-C beta-lactamase family
280348,Class-C beta-lactamase family
91272,Class-C beta-lactamase family
427695,Class-C beta-lactamase family
77033,Class-C beta-lactamase family
329937,Class-C beta-lactamase family
340649,Class-C beta-lactamase family
324980,Class-C beta-lactamase family
206053,Class-C beta-lactamase family
242840,Class-C beta-lactamase family
6902,Class-C beta-lactamase family
158090,Class-C beta-lactamase family
234653,Class-C beta-lactamase family
359620,Class-C beta-lactamase family
442724,Class-C beta-lactamase family
73346,Class-C beta-lactamase family
588,Class-C beta-lactamase family
102795,Class-C beta-lactamase family
336982,Class-C beta-lactamase family
237376,Class-C beta-lactamase family
340100,Class-C beta-lactamase family
124586,Class-C beta-lactamase family
113073,Class-C beta-lactamase family
337794,Class-C beta-lactamase family
50420,Class-C beta-lactamase family
267563,Class-C beta-lactamase family
434850,Class-C beta-lactamase family
77785,Class-C beta-lactamase family
256367,Class-C beta-lactamase family
207240,Class-C beta-lactamase family
366865,Class-C beta-lactamase family
424954,Class-C beta-lactamase family
203896,Class-C beta-lactamase family
75033,Class-C beta-lactamase family
159233,Class-C beta-lactamase family
427175,Class-C beta-lactamase family
162130,Class-C beta-lactamase family
228192,Class-C beta-lactamase family
267713,Class-C beta-lactamase family
360644,Class-C beta-lactamase family
174895,Class-C beta-lactamase family
359013,Class-C beta-lactamase family
78462,Class-C beta-lactamase family
366533,Class-C beta-lactamase family
124021,Class-C beta-lactamase family
326266,Class-C beta-lactamase family
157199,Class-C beta-lactamase family
80348,Class-C beta-lactamase family
14987,Class-C beta-lactamase family
318667,Class-C beta-lactamase family
477297,Class-C beta-lactamase family
320479,Class-C beta-lactamase family
3505,Class-C beta-lactamase family
178608,Class-C beta-lactamase family
358690,Class-C beta-lactamase family
312288,Class-C beta-lactamase family
453159,Class-C beta-lactamase family
351630,Class-C beta-lactamase family
179850,Class-C beta-lactamase family
141904,Class-C beta-lactamase family
406942,Class-C beta-lactamase family
77813,Class-C beta-lactamase family
76147,Class-C beta-lactamase family
318274,Class-C beta-lactamase family
481485,Class-C beta-lactamase family
409257,Class-C beta-lactamase family
79029,Class-C beta-lactamase family
339169,Class-C beta-lactamase family
119871,Class-C beta-lactamase family
502261,Class-C beta-lactamase family
395528,Class-C beta-lactamase family
360308,Class-C beta-lactamase family
291467,Class-C beta-lactamase family
411773,Class-C beta-lactamase family
196872,Class-C beta-lactamase family
346797,Class-C beta-lactamase family
423405,Class-C beta-lactamase family
342153,Class-C beta-lactamase family
432161,Class-C beta-lactamase family
339422,Class-C beta-lactamase family
55368,Class-C beta-lactamase family
227512,Class-C beta-lactamase family
339370,Class-C beta-lactamase family
343437,Class-C beta-lactamase family
94266,Class-C beta-lactamase family
182285,Class-C beta-lactamase family
74719,Class-C beta-lactamase family
343189,Class-C beta-lactamase family
372787,Class-C beta-lactamase family
77720,Class-C beta-lactamase family
349484,Class-C beta-lactamase family
426872,Class-C beta-lactamase family
124337,Class-C beta-lactamase family
341457,Class-C beta-lactamase family
384616,Class-C beta-lactamase family
465013,Class-C beta-lactamase family
339032,Class-C beta-lactamase family
208372,Class-C beta-lactamase family
366396,Class-C beta-lactamase family
73772,Class-C beta-lactamase family
78349,Class-C beta-lactamase family
341010,Class-C beta-lactamase family
1387,Class-C beta-lactamase family
79658,Class-C beta-lactamase family
351651,Class-C beta-lactamase family
423690,Class-C beta-lactamase family
205925,Class-C beta-lactamase family
270010,Class-C beta-lactamase family
421864,Class-C beta-lactamase family
422504,Class-C beta-lactamase family
137924,Class-C beta-lactamase family
73582,Class-C beta-lactamase family
130062,Class-C beta-lactamase family
73873,Class-C beta-lactamase family
376716,Class-C beta-lactamase family
1709,Class-C beta-lactamase family
145444,Class-C beta-lactamase family
64710,Class-C beta-lactamase family
447466,Class-C beta-lactamase family
58368,Class-C beta-lactamase family
443785,Class-C beta-lactamase family
8925,Class-C beta-lactamase family
79063,Class-C beta-lactamase family
11844,Class-C beta-lactamase family
425767,Class-C beta-lactamase family
40856,Class-C beta-lactamase family
414358,Class-C beta-lactamase family
148823,Class-C beta-lactamase family
6732,Class-C beta-lactamase family
370230,Class-C beta-lactamase family
441005,Class-C beta-lactamase family
356073,Class-C beta-lactamase family
73063,Class-C beta-lactamase family
422153,Class-C beta-lactamase family
392464,Class-C beta-lactamase family
339722,Class-C beta-lactamase family
53152,Class-C beta-lactamase family
131402,Class-C beta-lactamase family
12740,Class-C beta-lactamase family
337080,Class-C beta-lactamase family
133157,Class-C beta-lactamase family
276646,Class-C beta-lactamase family
334700,Class-C beta-lactamase family
1474,Class-C beta-lactamase family
406904,Class-C beta-lactamase family
435328,Class-C beta-lactamase family
337810,Class-C beta-lactamase family
100295,Class-C beta-lactamase family
356002,Class-C beta-lactamase family
172347,Class-C beta-lactamase family
338270,Class-C beta-lactamase family
9260,Class-C beta-lactamase family
103041,Class-C beta-lactamase family
120031,Class-C beta-lactamase family
77670,Class-C beta-lactamase family
150080,Class-C beta-lactamase family
87914,Class-C beta-lactamase family
343194,Class-C beta-lactamase family
336999,Class-C beta-lactamase family
308871,Class-C beta-lactamase family
39536,Class-C beta-lactamase family
425840,Class-C beta-lactamase family
329148,Class-C beta-lactamase family
48260,Class-C beta-lactamase family
72875,Class-C beta-lactamase family
154630,Class-C beta-lactamase family
429495,Class-C beta-lactamase family
333541,Class-C beta-lactamase family
80237,Class-C beta-lactamase family
415003,Class-C beta-lactamase family
3418,Class-C beta-lactamase family
281611,Class-C beta-lactamase family
405485,Class-C beta-lactamase family
339324,Class-C beta-lactamase family
343120,Class-C beta-lactamase family
57687,Class-C beta-lactamase family
73731,Class-C beta-lactamase family
74746,Class-C beta-lactamase family
345570,Class-C beta-lactamase family
377381,Class-C beta-lactamase family
3989,Class-C beta-lactamase family
428947,Class-C beta-lactamase family
361334,Class-C beta-lactamase family
218934,Class-C beta-lactamase family
49537,Class-C beta-lactamase family
394518,Class-C beta-lactamase family
311039,Class-C beta-lactamase family
403404,Class-C beta-lactamase family
107835,Class-C beta-lactamase family
337612,Class-C beta-lactamase family
342818,Class-C beta-lactamase family
33777,Class-C beta-lactamase family
362179,Class-C beta-lactamase family
440986,Class-C beta-lactamase family
161553,Class-C beta-lactamase family
320922,Class-C beta-lactamase family
81169,Class-C beta-lactamase family
161356,Class-C beta-lactamase family
340105,Class-C beta-lactamase family
334250,Class-C beta-lactamase family
144019,Class-C beta-lactamase family
177924,Class-C beta-lactamase family
90910,Class-C beta-lactamase family
339091,Class-C beta-lactamase family
85185,Class-C beta-lactamase family
193774,Class-C beta-lactamase family
340797,Class-C beta-lactamase family
453058,Class-C beta-lactamase family
75378,Class-C beta-lactamase family
311290,Class-C beta-lactamase family
239284,Class-C beta-lactamase family
441666,Class-C beta-lactamase family
101454,Class-C beta-lactamase family
185991,Class-C beta-lactamase family
121612,Class-C beta-lactamase family
380994,Class-C beta-lactamase family
225272,Class-C beta-lactamase family
10801,Class-C beta-lactamase family
352948,Class-C beta-lactamase family
249046,Class-C beta-lactamase family
78656,Class-C beta-lactamase family
83337,Class-C beta-lactamase family
193538,Class-C beta-lactamase family
1656,Class-C beta-lactamase family
70189,Class-C beta-lactamase family
326135,Class-C beta-lactamase family
60793,Class-C beta-lactamase family
74707,Class-C beta-lactamase family
291379,Class-C beta-lactamase family
375684,Class-C beta-lactamase family
335789,Class-C beta-lactamase family
484313,Class-C beta-lactamase family
316753,Class-C beta-lactamase family
158957,Class-C beta-lactamase family
411126,Class-C beta-lactamase family
212835,Class-C beta-lactamase family
18555,Class-C beta-lactamase family
424096,Class-C beta-lactamase family
57588,Class-C beta-lactamase family
34700,Class-C beta-lactamase family
373486,Class-C beta-lactamase family
416581,Class-C beta-lactamase family
136613,Class-C beta-lactamase family
423921,Class-C beta-lactamase family
425012,Class-C beta-lactamase family
94415,Class-C beta-lactamase family
345168,Class-C beta-lactamase family
425298,Class-C beta-lactamase family
398643,Class-C beta-lactamase family
338225,Class-C beta-lactamase family
426349,Class-C beta-lactamase family
337394,Class-C beta-lactamase family
338754,Class-C beta-lactamase family
81558,Class-C beta-lactamase family
270061,Class-C beta-lactamase family
75875,Class-C beta-lactamase family
273935,Class-C beta-lactamase family
426845,Class-C beta-lactamase family
136136,Class-C beta-lactamase family
337579,Class-C beta-lactamase family
342806,Class-C beta-lactamase family
343045,Class-C beta-lactamase family
324458,Class-C beta-lactamase family
6110,Class-C beta-lactamase family
205146,Class-C beta-lactamase family
280471,Class-C beta-lactamase family
73270,Class-C beta-lactamase family
420735,Class-C beta-lactamase family
418876,Class-C beta-lactamase family
148408,Class-C beta-lactamase family
382937,Class-C beta-lactamase family
335369,Class-C beta-lactamase family
359169,Class-C beta-lactamase family
423408,Class-C beta-lactamase family
352442,Class-C beta-lactamase family
147195,Class-C beta-lactamase family
75769,Class-C beta-lactamase family
262208,Class-C beta-lactamase family
338642,Class-C beta-lactamase family
128612,Class-C beta-lactamase family
377573,Class-C beta-lactamase family
291295,Class-C beta-lactamase family
339690,Class-C beta-lactamase family
101586,Class-C beta-lactamase family
337466,Class-C beta-lactamase family
72861,Class-C beta-lactamase family
370140,Class-C beta-lactamase family
339562,Class-C beta-lactamase family
61980,Class-C beta-lactamase family
67285,Class-C beta-lactamase family
232348,Class-C beta-lactamase family
5971,Class-C beta-lactamase family
78463,Class-C beta-lactamase family
448246,Class-C beta-lactamase family
256616,Class-C beta-lactamase family
241484,Class-C beta-lactamase family
409585,Class-C beta-lactamase family
74180,Class-C beta-lactamase family
375005,Class-C beta-lactamase family
223803,Class-C beta-lactamase family
83033,Class-C beta-lactamase family
287657,Class-C beta-lactamase family
349853,Class-C beta-lactamase family
216867,Class-C beta-lactamase family
175676,Class-C beta-lactamase family
126913,Class-C beta-lactamase family
338615,Class-C beta-lactamase family
403050,Class-C beta-lactamase family
429610,Class-C beta-lactamase family
423805,Class-C beta-lactamase family
274145,Class-C beta-lactamase family
57229,Class-C beta-lactamase family
454233,Class-C beta-lactamase family
11815,Class-C beta-lactamase family
100122,Class-C beta-lactamase family
202500,Class-C beta-lactamase family
359025,Class-C beta-lactamase family
171106,Class-C beta-lactamase family
47929,Class-C beta-lactamase family
291803,Class-C beta-lactamase family
388648,Class-C beta-lactamase family
209884,Class-C beta-lactamase family
343354,Class-C beta-lactamase family
343619,Class-C beta-lactamase family
345929,Class-C beta-lactamase family
123290,Class-C beta-lactamase family
345518,Class-C beta-lactamase family
206534,Class-C beta-lactamase family
